Gene ,Gene Name,miRNA ,Target Score,Human
Taf12,TATA-box binding protein associated factor 12,miR-182-5p,60,✓
Napepld,N-acyl phosphatidylethanolamine phospholipase D,miR-182-5p,60,✓
Pnkd,paroxysmal nonkinesiogenic dyskinesia,miR-182-5p,60,✓
Phf6,PHD finger protein 6,miR-182-5p,60,✓
Fbxo41,F-box protein 41,miR-182-5p,60,✓
Pgap2,post-GPI attachment to proteins 2,miR-182-5p,60,✓
Rhbdd2,rhomboid domain containing 2,miR-182-5p,60,✓
Cpeb1,cytoplasmic polyadenylation element binding protein 1,miR-182-5p,60,✓
1110004F10Rik,RIKEN cDNA 1110004F10 gene,miR-340-5p,60,
Ier5l,immediate early response 5-like,miR-340-5p,60,✓
2310002L09Rik,RIKEN cDNA 2310002L09 gene,miR-340-5p,60,
Syt4,synaptotagmin IV,miR-340-5p,60,✓
Bet1,Bet1 golgi vesicular membrane trafficking protein,miR-340-5p,60,✓
Zfp619,zinc finger protein 619,miR-340-5p,60,
Lipo3,"lipase, member O3",miR-340-5p,60,
Rilpl2,Rab interacting lysosomal protein-like 2,miR-340-5p,60,✓
Themis,thymocyte selection associated,miR-340-5p,60,✓
AI593442,expressed sequence AI593442,miR-340-5p,60,
Ankrd33b,ankyrin repeat domain 33B,miR-340-5p,60,✓
Zeb1,zinc finger E-box binding homeobox 1,miR-340-5p,60,✓
Canx,calnexin,miR-340-5p,60,✓
Cltc,"clathrin, heavy polypeptide (Hc)",miR-340-5p,60,✓
Leprot,leptin receptor overlapping transcript,miR-340-5p,60,✓
Macrod2,MACRO domain containing 2,miR-340-5p,60,✓
Plcl1,phospholipase C-like 1,miR-340-5p,60,✓
Pdia3,protein disulfide isomerase associated 3,miR-340-5p,60,✓
Slit2,slit guidance ligand 2,miR-340-5p,60,✓
Usp1,ubiquitin specific peptidase 1,miR-340-5p,60,✓
1700010I14Rik,RIKEN cDNA 1700010I14 gene,miR-340-5p,60,
Pclo,piccolo (presynaptic cytomatrix protein),miR-340-5p,60,✓
Parm1,prostate androgen-regulated mucin-like protein 1,miR-340-5p,60,✓
Alpi,"alkaline phosphatase, intestinal",miR-340-5p,60,✓
Ccdc6,coiled-coil domain containing 6,miR-340-5p,60,✓
Smarca5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",miR-340-5p,60,✓
Sox11,SRY (sex determining region Y)-box 11,miR-340-5p,60,✓
Kcnj16,"potassium inwardly-rectifying channel, subfamily J, member 16",miR-340-5p,60,✓
Stk26,serine/threonine kinase 26,miR-340-5p,60,✓
Slitrk1,"SLIT and NTRK-like family, member 1",miR-340-5p,60,✓
Scaper,S phase cyclin A-associated protein in the ER,miR-340-5p,60,✓
Cdk17,cyclin-dependent kinase 17,miR-340-5p,60,✓
Thbs1,thrombospondin 1,miR-340-5p,60,✓
Lipo2,"lipase, member O2",miR-340-5p,60,
Filip1,filamin A interacting protein 1,miR-340-5p,60,✓
Six2,sine oculis-related homeobox 2,miR-340-5p,60,✓
Slc7a2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",miR-340-5p,60,✓
Zfp592,zinc finger protein 592,miR-340-5p,60,
Zfyve16,"zinc finger, FYVE domain containing 16",miR-340-5p,60,✓
Yod1,YOD1 deubiquitinase,miR-340-5p,60,✓
Myl1,"myosin, light polypeptide 1",miR-340-5p,60,✓
Slc39a10,"solute carrier family 39 (zinc transporter), member 10",miR-30e-5p,60,✓
Pip5k1b,"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta",miR-30e-5p,60,✓
Slc35b2,"solute carrier family 35, member B2",miR-30e-5p,60,✓
Gfpt1,glutamine fructose-6-phosphate transaminase 1,miR-30e-5p,60,✓
G2e3,G2/M-phase specific E3 ubiquitin ligase,miR-30e-5p,60,✓
1700008P02Rik,RIKEN cDNA 1700008P02 gene,miR-30e-5p,60,
Ptrhd1,peptidyl-tRNA hydrolase domain containing 1,miR-30e-5p,60,✓
Actbl2,"actin, beta-like 2",miR-30e-5p,60,✓
Mta1,metastasis associated 1,miR-30e-5p,60,✓
Cdan1,"congenital dyserythropoietic anemia, type I (human)",miR-30e-5p,60,✓
Pced1a,PC-esterase domain containing 1A,miR-30e-5p,60,✓
Kif1a,kinesin family member 1A,miR-30e-5p,60,✓
Otud4,OTU domain containing 4,miR-30e-5p,60,✓
Pgm2l1,phosphoglucomutase 2-like 1,miR-30e-5p,60,✓
Sap30,sin3 associated polypeptide,miR-30e-5p,60,✓
Ube2f,ubiquitin-conjugating enzyme E2F (putative),miR-30e-5p,60,✓
Rfx2,"regulatory factor X, 2 (influences HLA class II expression)",miR-30e-5p,60,✓
Gm5662,predicted gene 5662,miR-30e-5p,60,
Epb41l5,erythrocyte membrane protein band 4.1 like 5,miR-30e-5p,60,✓
Abhd17b,abhydrolase domain containing 17B,miR-30e-5p,60,✓
Grhl2,grainyhead like transcription factor 2,miR-30e-5p,60,✓
Ap3m1,"adaptor-related protein complex 3, mu 1 subunit",miR-30e-5p,60,✓
Cd200r4,CD200 receptor 4,miR-30e-5p,60,
Gtf2a1,"general transcription factor II A, 1",miR-124-3p,60,✓
Zfp213,zinc finger protein 213,miR-124-3p,60,
Slc25a37,"solute carrier family 25, member 37",miR-124-3p,60,✓
Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",miR-124-3p,60,✓
Zfp568,zinc finger protein 568,miR-124-3p,60,
Pik3ip1,phosphoinositide-3-kinase interacting protein 1,miR-124-3p,60,✓
Slc9a9,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",miR-124-3p,60,✓
Sall4,spalt like transcription factor 4,miR-124-3p,60,✓
Phf19,PHD finger protein 19,miR-124-3p,60,✓
Epha2,Eph receptor A2,miR-124-3p,60,✓
Cdca4,cell division cycle associated 4,miR-124-3p,60,✓
Cd209e,CD209e antigen,miR-124-3p,60,
Tmco4,transmembrane and coiled-coil domains 4,miR-124-3p,60,✓
Tnfsf15,"tumor necrosis factor (ligand) superfamily, member 15",miR-124-3p,60,✓
Arrb1,"arrestin, beta 1",miR-124-3p,60,✓
Retreg1,reticulophagy regulator 1,miR-124-3p,60,✓
Pea15a,phosphoprotein enriched in astrocytes 15A,miR-124-3p,60,
Garem1,GRB2 associated regulator of MAPK1 subtype 1,miR-124-3p,60,✓
Klhl17,kelch-like 17,miR-124-3p,60,✓
Cnot1,"CCR4-NOT transcription complex, subunit 1",miR-124-3p,60,✓
4930563E22Rik,RIKEN cDNA 4930563E22 gene,miR-124-3p,60,
Scn7a,"sodium channel, voltage-gated, type VII, alpha",miR-124-3p,60,✓
Ccdc137,coiled-coil domain containing 137,miR-124-3p,60,✓
Map3k1,mitogen-activated protein kinase kinase kinase 1,miR-124-3p,60,✓
Zdhhc2,"zinc finger, DHHC domain containing 2",miR-124-3p,60,✓
Runx2,runt related transcription factor 2,miR-124-3p,60,✓
Sash1,SAM and SH3 domain containing 1,miR-124-3p,60,✓
Pde4d,"phosphodiesterase 4D, cAMP specific",miR-124-3p,60,✓
Aspa,aspartoacylase,miR-124-3p,60,✓
Atxn1,ataxin 1,miR-19b-3p,100,✓
Tnrc6b,trinucleotide repeat containing 6b,miR-19b-3p,100,✓
Rora,RAR-related orphan receptor alpha,miR-19b-3p,100,✓
Trim33,tripartite motif-containing 33,miR-19b-3p,100,✓
Taok1,TAO kinase 1,miR-19b-3p,100,✓
Kcna4,"potassium voltage-gated channel, shaker-related subfamily, member 4",miR-19b-3p,100,✓
Zmynd11,"zinc finger, MYND domain containing 11",miR-19b-3p,100,✓
Atxn1,ataxin 1,miR-19a-3p,100,✓
Tnrc6b,trinucleotide repeat containing 6b,miR-19a-3p,100,✓
Rora,RAR-related orphan receptor alpha,miR-19a-3p,100,✓
Trim33,tripartite motif-containing 33,miR-19a-3p,100,✓
Taok1,TAO kinase 1,miR-19a-3p,100,✓
Kcna4,"potassium voltage-gated channel, shaker-related subfamily, member 4",miR-19a-3p,100,✓
Zmynd11,"zinc finger, MYND domain containing 11",miR-19a-3p,100,✓
Tet2,tet methylcytosine dioxygenase 2,miR-101b-3p,100,✓
Kif2a,kinesin family member 2A,miR-101b-3p,100,✓
Arid1a,AT rich interactive domain 1A (SWI-like),miR-101b-3p,100,✓
Tagln2,transgelin 2,miR-133b-3p,99,✓
Maml1,mastermind like transcriptional coactivator 1,miR-133b-3p,99,✓
Ptbp1,polypyrimidine tract binding protein 1,miR-133b-3p,99,✓
Ubl3,ubiquitin-like 3,miR-19b-3p,99,✓
Rapgef2,Rap guanine nucleotide exchange factor (GEF) 2,miR-19b-3p,99,✓
Gpr155,G protein-coupled receptor 155,miR-19b-3p,99,✓
Crebrf,CREB3 regulatory factor,miR-19b-3p,99,✓
Kbtbd8,kelch repeat and BTB (POZ) domain containing 8,miR-19b-3p,99,✓
Tsc1,tuberous sclerosis 1,miR-19b-3p,99,✓
Sin3b,"transcriptional regulator, SIN3B (yeast)",miR-19b-3p,99,✓
Kpna6,karyopherin (importin) alpha 6,miR-19b-3p,99,✓
Spire1,spire type actin nucleation factor 1,miR-19b-3p,99,✓
Usp32,ubiquitin specific peptidase 32,miR-19b-3p,99,✓
Zbtb18,zinc finger and BTB domain containing 18,miR-19b-3p,99,✓
Esr1,estrogen receptor 1 (alpha),miR-19b-3p,99,✓
S1pr1,sphingosine-1-phosphate receptor 1,miR-19b-3p,99,✓
Mphosph9,M-phase phosphoprotein 9,miR-19b-3p,99,✓
Chic1,cysteine-rich hydrophobic domain 1,miR-19b-3p,99,✓
Clip4,"CAP-GLY domain containing linker protein family, member 4",miR-19b-3p,99,✓
Ubl3,ubiquitin-like 3,miR-19a-3p,99,✓
Rapgef2,Rap guanine nucleotide exchange factor (GEF) 2,miR-19a-3p,99,✓
Gpr155,G protein-coupled receptor 155,miR-19a-3p,99,✓
Crebrf,CREB3 regulatory factor,miR-19a-3p,99,✓
Kbtbd8,kelch repeat and BTB (POZ) domain containing 8,miR-19a-3p,99,✓
Tsc1,tuberous sclerosis 1,miR-19a-3p,99,✓
Sin3b,"transcriptional regulator, SIN3B (yeast)",miR-19a-3p,99,✓
Kpna6,karyopherin (importin) alpha 6,miR-19a-3p,99,✓
Spire1,spire type actin nucleation factor 1,miR-19a-3p,99,✓
Usp32,ubiquitin specific peptidase 32,miR-19a-3p,99,✓
Zbtb18,zinc finger and BTB domain containing 18,miR-19a-3p,99,✓
Esr1,estrogen receptor 1 (alpha),miR-19a-3p,99,✓
S1pr1,sphingosine-1-phosphate receptor 1,miR-19a-3p,99,✓
Mphosph9,M-phase phosphoprotein 9,miR-19a-3p,99,✓
Chic1,cysteine-rich hydrophobic domain 1,miR-19a-3p,99,✓
Clip4,"CAP-GLY domain containing linker protein family, member 4",miR-19a-3p,99,✓
Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",miR-101b-3p,99,✓
Zfp804a,zinc finger protein 804A,miR-101b-3p,99,
Abtb2,ankyrin repeat and BTB (POZ) domain containing 2,miR-101b-3p,99,✓
Mycn,"v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived",miR-101b-3p,99,✓
Atxn1,ataxin 1,miR-101b-3p,99,✓
Ube2d1,ubiquitin-conjugating enzyme E2D 1,miR-101b-3p,99,✓
Trappc8,trafficking protein particle complex 8,miR-101b-3p,99,✓
Magi1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",miR-101b-3p,99,✓
Mapk6,mitogen-activated protein kinase 6,miR-101b-3p,99,✓
Scn8a,"sodium channel, voltage-gated, type VIII, alpha",miR-101b-3p,99,✓
Phf3,PHD finger protein 3,miR-101b-3p,99,✓
Nlk,nemo like kinase,miR-101b-3p,99,✓
Pigk,"phosphatidylinositol glycan anchor biosynthesis, class K",miR-136-5p,99,✓
Uba2,ubiquitin-like modifier activating enzyme 2,miR-133b-3p,98,✓
Lhfp,lipoma HMGIC fusion partner,miR-133b-3p,98,✓
Slc6a1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",miR-133b-3p,98,✓
Gabpb2,"GA repeat binding protein, beta 2",miR-133b-3p,98,✓
Gpm6a,glycoprotein m6a,miR-133b-3p,98,✓
Csnk1g3,"casein kinase 1, gamma 3",miR-133b-3p,98,✓
Med13,mediator complex subunit 13,miR-19b-3p,98,✓
Pmepa1,"prostate transmembrane protein, androgen induced 1",miR-19b-3p,98,✓
Ddx3x,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked",miR-19b-3p,98,✓
Btbd7,BTB (POZ) domain containing 7,miR-19b-3p,98,✓
Adrb1,"adrenergic receptor, beta 1",miR-19b-3p,98,✓
Npepl1,aminopeptidase-like 1,miR-19b-3p,98,✓
Mpped2,metallophosphoesterase domain containing 2,miR-19b-3p,98,✓
Qk,quaking,miR-19b-3p,98,
Klhl20,kelch-like 20,miR-19b-3p,98,✓
Tshz3,teashirt zinc finger family member 3,miR-19b-3p,98,✓
Mbnl2,muscleblind like splicing factor 2,miR-19b-3p,98,✓
Atf2,activating transcription factor 2,miR-19b-3p,98,✓
Lonrf1,LON peptidase N-terminal domain and ring finger 1,miR-19b-3p,98,✓
Elmod2,ELMO/CED-12 domain containing 2,miR-19b-3p,98,✓
Dtna,dystrobrevin alpha,miR-19b-3p,98,✓
Rnf11,ring finger protein 11,miR-19b-3p,98,✓
Med13,mediator complex subunit 13,miR-19a-3p,98,✓
Pmepa1,"prostate transmembrane protein, androgen induced 1",miR-19a-3p,98,✓
Ddx3x,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked",miR-19a-3p,98,✓
Btbd7,BTB (POZ) domain containing 7,miR-19a-3p,98,✓
Adrb1,"adrenergic receptor, beta 1",miR-19a-3p,98,✓
Npepl1,aminopeptidase-like 1,miR-19a-3p,98,✓
Mpped2,metallophosphoesterase domain containing 2,miR-19a-3p,98,✓
Qk,quaking,miR-19a-3p,98,
Klhl20,kelch-like 20,miR-19a-3p,98,✓
Tshz3,teashirt zinc finger family member 3,miR-19a-3p,98,✓
Mbnl2,muscleblind like splicing factor 2,miR-19a-3p,98,✓
Atf2,activating transcription factor 2,miR-19a-3p,98,✓
Lonrf1,LON peptidase N-terminal domain and ring finger 1,miR-19a-3p,98,✓
Elmod2,ELMO/CED-12 domain containing 2,miR-19a-3p,98,✓
Dtna,dystrobrevin alpha,miR-19a-3p,98,✓
Rnf11,ring finger protein 11,miR-19a-3p,98,✓
Aspn,asporin,miR-101b-3p,98,✓
Nsd1,nuclear receptor-binding SET-domain protein 1,miR-101b-3p,98,✓
Ipo8,importin 8,miR-101b-3p,98,✓
Arg2,arginase type II,miR-101b-3p,98,✓
Emp2,epithelial membrane protein 2,miR-101b-3p,98,✓
Zbtb34,zinc finger and BTB domain containing 34,miR-101b-3p,98,✓
Ppfia1,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1",miR-101b-3p,98,✓
1190002N15Rik,RIKEN cDNA 1190002N15 gene,miR-101b-3p,98,
Kat6a,K(lysine) acetyltransferase 6A,miR-101b-3p,98,✓
Tshz3,teashirt zinc finger family member 3,miR-101b-3p,98,✓
Zfp36l2,"zinc finger protein 36, C3H type-like 2",miR-101b-3p,98,✓
Rai1,retinoic acid induced 1,miR-101b-3p,98,✓
Zfp583,zinc finger protein 583,miR-143-3p,98,
Klhl20,kelch-like 20,miR-143-3p,98,✓
Kras,Kirsten rat sarcoma viral oncogene homolog,miR-143-3p,98,✓
Strip2,striatin interacting protein 2,miR-143-3p,98,✓
Igfbp5,insulin-like growth factor binding protein 5,miR-143-3p,98,✓
Sec61b,Sec61 beta subunit,miR-133b-3p,97,✓
Acat3,acetyl-Coenzyme A acetyltransferase 3,miR-133b-3p,97,
Simc1,SUMO-interacting motifs containing 1,miR-133b-3p,97,✓
Otc,ornithine transcarbamylase,miR-133b-3p,97,✓
Rffl,ring finger and FYVE like domain containing protein,miR-133b-3p,97,✓
Enc1,ectodermal-neural cortex 1,miR-133b-3p,97,✓
Celf4,"CUGBP, Elav-like family member 4",miR-133b-3p,97,✓
Ankrd44,ankyrin repeat domain 44,miR-133b-3p,97,✓
Fam117b,"family with sequence similarity 117, member B",miR-133b-3p,97,✓
Mar 02,membrane-associated ring finger (C3HC4) 2,miR-19b-3p,97,✓
Acbd5,acyl-Coenzyme A binding domain containing 5,miR-19b-3p,97,✓
Ano1,"anoctamin 1, calcium activated chloride channel",miR-19b-3p,97,✓
Skida1,SKI/DACH domain containing 1,miR-19b-3p,97,✓
Ccser2,coiled-coil serine rich 2,miR-19b-3p,97,✓
Hnrnpul2,heterogeneous nuclear ribonucleoprotein U-like 2,miR-19b-3p,97,✓
Adipor2,adiponectin receptor 2,miR-19b-3p,97,✓
Dock10,dedicator of cytokinesis 10,miR-19b-3p,97,✓
Impdh1,inosine monophosphate dehydrogenase 1,miR-19b-3p,97,✓
Acsl4,acyl-CoA synthetase long-chain family member 4,miR-19b-3p,97,✓
Clock,circadian locomotor output cycles kaput,miR-19b-3p,97,✓
Lrp2,low density lipoprotein receptor-related protein 2,miR-19b-3p,97,✓
Emx2,empty spiracles homeobox 2,miR-19b-3p,97,✓
Car8,carbonic anhydrase 8,miR-19b-3p,97,
Adcy1,adenylate cyclase 1,miR-19b-3p,97,✓
Dsel,dermatan sulfate epimerase-like,miR-19b-3p,97,✓
Sipa1l1,signal-induced proliferation-associated 1 like 1,miR-19b-3p,97,✓
2510039O18Rik,RIKEN cDNA 2510039O18 gene,miR-19b-3p,97,
Arap2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",miR-19b-3p,97,✓
Igf2r,insulin-like growth factor 2 receptor,miR-19b-3p,97,✓
Nbeal2,neurobeachin-like 2,miR-19b-3p,97,✓
Slc6a8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",miR-19b-3p,97,✓
Mar 02,membrane-associated ring finger (C3HC4) 2,miR-19a-3p,97,✓
Acbd5,acyl-Coenzyme A binding domain containing 5,miR-19a-3p,97,✓
Ano1,"anoctamin 1, calcium activated chloride channel",miR-19a-3p,97,✓
Skida1,SKI/DACH domain containing 1,miR-19a-3p,97,✓
Ccser2,coiled-coil serine rich 2,miR-19a-3p,97,✓
Hnrnpul2,heterogeneous nuclear ribonucleoprotein U-like 2,miR-19a-3p,97,✓
Adipor2,adiponectin receptor 2,miR-19a-3p,97,✓
Dock10,dedicator of cytokinesis 10,miR-19a-3p,97,✓
Impdh1,inosine monophosphate dehydrogenase 1,miR-19a-3p,97,✓
Acsl4,acyl-CoA synthetase long-chain family member 4,miR-19a-3p,97,✓
Clock,circadian locomotor output cycles kaput,miR-19a-3p,97,✓
Lrp2,low density lipoprotein receptor-related protein 2,miR-19a-3p,97,✓
Emx2,empty spiracles homeobox 2,miR-19a-3p,97,✓
Car8,carbonic anhydrase 8,miR-19a-3p,97,
Adcy1,adenylate cyclase 1,miR-19a-3p,97,✓
Dsel,dermatan sulfate epimerase-like,miR-19a-3p,97,✓
Sipa1l1,signal-induced proliferation-associated 1 like 1,miR-19a-3p,97,✓
2510039O18Rik,RIKEN cDNA 2510039O18 gene,miR-19a-3p,97,
Arap2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",miR-19a-3p,97,✓
Igf2r,insulin-like growth factor 2 receptor,miR-19a-3p,97,✓
Nbeal2,neurobeachin-like 2,miR-19a-3p,97,✓
Slc6a8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",miR-19a-3p,97,✓
App,amyloid beta (A4) precursor protein,miR-101b-3p,97,✓
Shisa6,shisa family member 6,miR-101b-3p,97,✓
Thsd7a,"thrombospondin, type I, domain containing 7A",miR-101b-3p,97,✓
Zc3h11a,zinc finger CCCH type containing 11A,miR-101b-3p,97,✓
Otud4,OTU domain containing 4,miR-101b-3p,97,✓
Kpna3,karyopherin (importin) alpha 3,miR-101b-3p,97,✓
Robo2,roundabout guidance receptor 2,miR-101b-3p,97,✓
Brpf1,"bromodomain and PHD finger containing, 1",miR-101b-3p,97,✓
Sap30l,SAP30-like,miR-101b-3p,97,✓
Ehmt1,euchromatic histone methyltransferase 1,miR-101b-3p,97,✓
Nek7,NIMA (never in mitosis gene a)-related expressed kinase 7,miR-101b-3p,97,✓
Gnpda2,glucosamine-6-phosphate deaminase 2,miR-101b-3p,97,✓
Adamts17,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17",miR-101b-3p,97,✓
Cxxc4,CXXC finger 4,miR-101b-3p,97,✓
Slc16a2,"solute carrier family 16 (monocarboxylic acid transporters), member 2",miR-143-3p,97,✓
Ppp3r2,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type II)",miR-143-3p,97,✓
Dennd1b,DENN/MADD domain containing 1B,miR-143-3p,97,✓
Abl2,"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)",miR-143-3p,97,✓
Add3,adducin 3 (gamma),miR-143-3p,97,✓
Gabarapl1,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1,miR-143-3p,97,✓
Slc7a3,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",miR-136-5p,97,✓
Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,miR-136-5p,97,✓
Mtmr4,myotubularin related protein 4,miR-136-5p,97,✓
Ccdc7a,coiled-coil domain containing 7A,miR-136-5p,97,
Lasp1,LIM and SH3 protein 1,miR-133b-3p,96,✓
Sh3gl2,SH3-domain GRB2-like 2,miR-133b-3p,96,✓
Rbmx,"RNA binding motif protein, X chromosome",miR-133b-3p,96,✓
Cdyl2,"chromodomain protein, Y chromosome-like 2",miR-133b-3p,96,✓
Id2,inhibitor of DNA binding 2,miR-19b-3p,96,✓
Zfp654,zinc finger protein 654,miR-19b-3p,96,
Hbp1,high mobility group box transcription factor 1,miR-19b-3p,96,✓
Mb21d2,Mab-21 domain containing 2,miR-19b-3p,96,✓
Ddx3y,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked",miR-19b-3p,96,✓
Pde5a,"phosphodiesterase 5A, cGMP-specific",miR-19b-3p,96,✓
Khdc4,"KH domain containing 4, pre-mRNA splicing factor",miR-19b-3p,96,✓
Prickle2,prickle planar cell polarity protein 2,miR-19b-3p,96,✓
Sulf1,sulfatase 1,miR-19b-3p,96,✓
Sox6,SRY (sex determining region Y)-box 6,miR-19b-3p,96,✓
Wdr44,WD repeat domain 44,miR-19b-3p,96,✓
Tub,tubby bipartite transcription factor,miR-19b-3p,96,✓
Mastl,microtubule associated serine/threonine kinase-like,miR-19b-3p,96,✓
Kcnj2,"potassium inwardly-rectifying channel, subfamily J, member 2",miR-19b-3p,96,✓
Rab18,"RAB18, member RAS oncogene family",miR-19b-3p,96,✓
Kpna3,karyopherin (importin) alpha 3,miR-19b-3p,96,✓
E2f8,E2F transcription factor 8,miR-19b-3p,96,✓
Grsf1,G-rich RNA sequence binding factor 1,miR-19b-3p,96,✓
Cnot6,"CCR4-NOT transcription complex, subunit 6",miR-19b-3p,96,✓
Cntfr,ciliary neurotrophic factor receptor,miR-19b-3p,96,✓
Phtf2,putative homeodomain transcription factor 2,miR-19b-3p,96,✓
Id2,inhibitor of DNA binding 2,miR-19a-3p,96,✓
Zfp654,zinc finger protein 654,miR-19a-3p,96,
Hbp1,high mobility group box transcription factor 1,miR-19a-3p,96,✓
Mb21d2,Mab-21 domain containing 2,miR-19a-3p,96,✓
Ddx3y,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked",miR-19a-3p,96,✓
Pde5a,"phosphodiesterase 5A, cGMP-specific",miR-19a-3p,96,✓
Khdc4,"KH domain containing 4, pre-mRNA splicing factor",miR-19a-3p,96,✓
Prickle2,prickle planar cell polarity protein 2,miR-19a-3p,96,✓
Sulf1,sulfatase 1,miR-19a-3p,96,✓
Sox6,SRY (sex determining region Y)-box 6,miR-19a-3p,96,✓
Wdr44,WD repeat domain 44,miR-19a-3p,96,✓
Tub,tubby bipartite transcription factor,miR-19a-3p,96,✓
Mastl,microtubule associated serine/threonine kinase-like,miR-19a-3p,96,✓
Kcnj2,"potassium inwardly-rectifying channel, subfamily J, member 2",miR-19a-3p,96,✓
